water_level,temperature,ldr,pH,humidity ,label
2,13,53,6,65,13
9,32,220,4,32,20
4,18,527,4,47,44
1,25,151,6,83,10
2,20,486,5,73,44
15,27,218,5,40,20
3,13,463,5,8,44
10,15,175,7,1,27
9,20,774,6,62,5
6,28,593,8,25,21
5,30,431,4,55,20
11,27,657,7,20,19
7,16,239,7,41,27
5,32,82,5,53,20
1,19,849,8,18,47
2,23,186,8,27,45
5,32,344,6,54,1
6,22,704,6,67,5
6,6,742,6,53,5
8,23,656,4,76,24
10,17,307,4,38,26
5,26,184,5,39,20
9,7,366,6,21,4
12,17,94,8,6,27
7,35,249,4,7,32
2,23,358,8,84,45
14,35,614,5,87,32
2,15,329,4,37,44
8,11,122,4,64,26
8,9,163,5,55,26
4,29,360,7,56,39
5,12,395,6,22,4
6,23,535,7,28,27
6,27,458,8,3,21
15,30,353,6,46,1
4,33,9,7,31,51
4,8,655,5,60,42
11,14,460,6,2,4
15,14,256,6,79,4
13,33,543,7,44,33
6,36,398,4,3,32
11,27,820,7,68,23
5,24,34,7,28,21
15,22,831,5,45,28
5,31,514,6,84,1
5,13,165,7,82,27
2,32,503,8,73,39
12,27,425,5,43,20
11,7,699,6,88,3
1,29,243,6,85,10
2,31,167,8,32,39
13,5,731,8,39,29
2,23,445,5,86,44
8,38,826,4,57,34
11,37,268,8,55,33
13,36,73,5,3,32
7,27,734,5,35,22
8,10,745,8,89,29
12,21,685,6,65,3
7,37,408,4,73,32
15,5,427,5,75,26
11,17,649,4,42,26
8,21,788,5,79,28
5,30,645,6,26,1
13,17,53,8,74,27
1,24,35,7,74,39
2,22,818,5,9,46
11,13,706,7,33,29
14,8,823,5,81,28
9,36,716,8,88,35
8,25,194,4,30,20
13,27,32,7,70,21
14,37,555,5,86,32
1,11,754,8,29,47
1,18,326,7,25,45
12,18,458,6,76,4
14,26,215,7,63,21
4,31,74,8,69,39
15,30,73,4,89,20
4,8,819,6,73,14
3,18,365,8,73,45
15,31,309,8,38,21
10,24,124,5,28,20
11,11,333,5,71,26
9,6,256,6,58,4
3,26,681,4,65,36
10,17,90,4,45,26
10,34,19,4,29,32
9,23,238,7,76,27
14,19,659,5,54,24
14,35,702,4,60,34
3,38,566,6,28,16
9,8,833,5,78,28
2,33,440,6,40,16
7,13,766,7,3,29
10,29,605,6,35,1
5,31,272,4,44,20
2,7,437,6,25,13
5,29,289,7,8,21
8,25,594,6,52,1
6,11,490,4,38,26
13,33,679,7,87,31
3,15,4,5,51,44
1,34,186,5,22,50
5,6,599,7,78,27
5,35,439,7,32,33
15,15,634,7,1,27
14,35,118,6,63,7
11,12,677,5,3,24
15,24,393,6,71,1
4,8,525,6,6,13
10,27,644,6,49,1
7,25,134,7,29,21
15,10,612,6,75,4
15,17,511,4,24,26
3,5,205,6,66,13
11,23,32,5,89,26
7,15,843,5,50,28
11,16,542,4,28,26
15,8,571,7,74,27
12,12,420,8,42,27
12,33,259,5,80,32
14,8,76,5,34,26
4,20,430,6,46,13
3,29,145,5,2,38
6,21,527,7,5,27
2,11,787,7,11,47
1,23,470,5,89,44
11,10,306,8,18,27
15,11,623,8,67,27
1,18,468,5,17,44
7,17,463,6,76,4
9,28,322,5,7,20
2,38,395,7,23,51
1,7,697,4,19,42
7,11,715,7,60,29
11,5,99,5,50,26
2,11,757,7,35,47
2,20,894,7,58,47
12,35,256,6,33,7
3,24,114,8,40,39
9,8,606,4,84,26
13,36,5,6,85,7
7,8,266,5,0,26
3,22,781,8,6,47
11,8,635,8,18,27
5,19,613,5,79,26
11,36,227,4,73,32
5,27,409,7,63,21
11,22,315,6,53,4
13,30,47,8,10,21
4,36,417,7,40,51
15,37,389,8,8,33
12,12,443,8,29,27
5,23,86,8,66,27
6,14,77,5,55,26
14,34,128,4,57,32
4,25,667,5,68,36
15,23,847,7,54,29
13,27,360,7,19,21
11,24,112,5,84,20
14,8,131,5,67,26
2,14,710,8,1,47
14,9,356,7,0,27
7,10,206,5,89,26
1,16,586,7,87,45
5,15,123,7,15,27
10,32,538,5,64,20
15,36,300,6,16,7
13,30,862,4,64,22
15,28,172,8,46,21
13,34,469,4,31,32
10,24,364,7,88,21
8,34,754,4,89,34
9,33,512,7,80,33
6,36,600,5,8,32
15,32,462,5,53,20
14,29,857,4,44,22
15,30,403,7,75,21
1,37,208,7,29,51
6,20,491,4,62,26
14,15,806,7,34,29
8,31,192,8,10,21
6,32,316,7,46,21
10,23,244,6,89,4
3,34,588,7,79,51
4,24,793,4,63,40
3,33,460,4,59,50
3,26,212,8,87,39
2,30,86,6,6,10
5,9,295,8,40,27
14,20,145,4,14,26
1,20,562,8,45,45
13,30,801,5,89,22
3,15,587,6,65,13
15,32,613,7,83,21
10,34,328,8,84,33
11,26,871,7,42,23
10,28,781,6,48,2
11,24,680,4,8,18
1,6,428,6,54,13
7,34,425,6,29,7
12,23,460,5,0,26
13,5,727,6,20,5
2,32,497,5,88,38
4,37,762,4,60,52
9,17,74,6,57,4
14,27,515,8,0,21
10,10,53,5,58,26
6,32,639,8,57,21
5,34,602,7,43,33
10,5,250,7,72,27
14,38,107,7,41,33
10,12,16,8,75,27
11,12,713,4,37,28
8,25,200,5,62,20
14,6,878,8,8,29
6,16,2,8,45,27
8,20,682,8,62,25
11,30,493,5,15,20
10,35,164,6,9,7
5,6,796,8,32,29
4,8,443,8,55,45
1,28,604,7,45,39
14,16,364,5,62,26
15,21,256,7,44,27
15,5,92,5,44,26
7,6,781,6,8,5
14,22,217,8,1,27
1,29,571,8,44,39
5,23,637,5,32,26
3,8,369,6,15,13
9,38,263,8,53,33
8,33,742,7,18,35
9,16,790,4,78,28
10,9,479,5,29,26
11,34,660,7,16,31
4,20,546,7,39,45
14,10,509,4,9,26
8,23,699,7,38,25
9,10,549,6,41,4
1,15,588,6,58,13
11,32,689,6,47,0
4,22,164,8,83,45
11,7,562,8,79,27
14,35,675,7,66,31
15,38,380,7,1,33
7,18,485,4,69,26
11,15,712,8,16,29
7,35,23,8,78,33
7,30,839,6,20,2
8,21,70,4,57,26
11,27,685,5,31,18
11,16,668,8,43,25
9,8,39,8,32,27
4,21,301,4,3,44
6,26,459,7,48,21
12,33,146,7,16,33
7,15,51,8,11,27
5,30,18,4,84,20
6,16,260,4,33,26
6,16,599,7,27,27
1,30,137,4,41,38
9,8,225,4,80,26
12,24,767,8,34,23
4,10,78,8,45,45
7,12,295,6,29,4
5,24,90,5,7,20
2,15,52,4,54,44
12,33,613,4,68,32
13,11,373,7,42,27
2,34,422,6,15,16
15,22,409,7,22,27
11,14,782,5,51,28
15,9,780,6,0,5
4,38,194,8,51,51
14,14,661,4,3,24
1,17,835,6,86,14
4,31,897,5,2,40
5,33,366,4,26,32
10,25,121,8,88,21
13,23,725,7,89,29
14,22,794,7,10,29
12,32,436,8,46,21
8,12,551,7,2,27
3,37,564,4,17,50
3,37,546,8,5,51
12,38,203,8,4,33
10,27,73,6,71,1
14,26,545,4,74,20
6,23,274,6,19,4
5,29,362,5,83,20
14,23,359,5,0,26
14,33,873,7,63,35
3,37,489,5,89,50
5,25,138,7,40,21
3,17,595,5,89,44
5,36,673,5,8,30
7,11,729,8,8,29
6,11,260,5,88,26
3,13,683,6,75,12
12,9,131,5,17,26
5,22,877,4,53,28
5,26,591,6,72,1
15,19,104,5,61,26
2,13,314,6,17,13
14,8,818,8,85,29
6,14,453,4,71,26
1,35,75,7,57,51
13,15,264,6,70,4
2,31,802,4,67,40
10,37,418,6,27,7
13,15,631,6,1,4
10,28,299,8,41,21
1,37,783,4,10,52
3,22,677,4,31,42
7,25,628,6,53,1
9,32,119,5,44,20
9,9,43,5,85,26
1,35,492,7,63,51
5,21,664,4,10,24
10,34,594,4,34,32
5,37,95,5,76,32
11,20,441,5,12,26
7,16,164,8,76,27
6,38,169,7,70,33
12,38,809,6,54,8
12,16,705,4,38,28
8,22,40,4,26,26
12,22,569,5,45,26
3,6,221,8,50,45
3,7,299,4,66,44
3,16,502,7,32,45
12,30,31,6,5,1
13,14,248,4,66,26
4,27,78,6,49,10
1,22,757,7,89,47
5,31,589,8,60,21
4,14,371,7,35,45
15,8,338,5,58,26
13,16,279,8,80,27
4,21,329,4,4,44
12,25,861,4,68,22
1,21,621,7,90,45
2,11,372,8,47,45
3,20,770,4,70,46
14,33,335,4,64,32
7,34,575,7,26,33
10,19,284,6,18,4
3,33,188,5,71,50
12,21,434,5,41,26
4,30,375,5,68,38
15,22,817,6,45,5
15,17,119,6,31,4
10,12,522,7,59,27
1,37,404,8,4,51
14,6,679,4,61,24
2,9,620,7,76,45
3,25,203,8,56,39
6,26,97,5,49,20
2,34,750,4,30,52
6,28,623,7,31,21
15,11,62,8,29,27
13,37,602,4,75,32
13,29,637,8,60,21
7,8,198,8,66,27
15,25,725,7,88,23
2,27,634,6,58,10
14,28,62,6,20,1
14,28,863,8,10,23
11,15,139,6,26,4
3,18,117,4,16,44
11,37,706,7,4,35
7,36,179,7,27,33
6,11,714,6,62,5
7,25,579,7,39,21
6,7,62,8,74,27
14,15,34,6,35,4
9,33,878,8,51,35
15,38,347,7,41,33
10,24,784,4,5,22
11,18,862,5,78,28
3,36,552,4,1,50
2,23,743,7,66,47
8,24,287,8,7,21
8,15,747,5,37,28
3,38,120,6,34,16
13,31,427,8,59,21
2,24,176,7,75,39
2,37,660,5,90,48
7,20,762,5,74,28
15,32,730,4,86,22
4,29,472,7,71,39
10,7,189,4,4,26
13,11,700,5,39,24
4,9,586,4,46,44
3,31,103,8,81,39
12,12,852,7,24,29
3,16,607,7,27,45
7,24,554,4,46,20
11,33,635,4,26,32
1,12,25,5,79,44
10,13,63,7,68,27
2,10,288,4,34,44
14,20,29,8,64,27
13,35,531,8,21,33
12,18,857,6,37,5
7,16,669,5,30,24
12,13,210,5,7,26
6,18,763,4,47,28
2,14,758,6,26,14
15,31,369,7,66,21
7,13,437,7,44,27
15,10,384,5,83,26
2,12,319,5,30,44
4,16,879,6,34,14
12,32,140,5,46,20
14,26,63,4,43,20
12,36,15,6,69,7
4,16,420,5,49,44
4,6,392,5,16,44
8,21,799,5,1,28
8,9,445,8,66,27
11,6,240,4,25,26
4,26,750,8,31,41
5,37,637,5,89,32
7,14,507,5,56,26
9,27,866,6,11,2
7,33,141,5,50,32
11,35,724,7,65,35
4,5,323,8,79,45
15,19,816,5,67,28
1,18,443,8,39,45
6,17,379,5,82,26
11,15,609,8,27,27
7,9,804,7,24,29
14,28,797,8,47,23
12,28,413,5,61,20
2,9,372,5,10,44
9,33,549,5,6,32
7,18,120,8,55,27
9,29,426,7,44,21
7,25,192,6,84,1
10,18,258,8,59,27
3,13,712,5,0,46
2,37,89,7,54,51
12,19,884,4,46,28
15,25,224,8,72,21
4,36,463,6,43,16
10,18,240,7,73,27
13,27,709,8,64,23
9,32,586,8,66,21
13,32,33,8,45,21
13,15,738,4,28,28
11,25,650,8,76,19
11,14,422,4,9,26
12,15,56,4,78,26
5,13,639,7,85,27
8,26,565,6,90,1
11,12,758,8,78,29
12,22,606,5,15,26
12,23,531,4,58,26
2,22,296,4,88,44
7,24,49,5,48,20
15,23,273,7,88,27
8,31,559,5,72,20
15,32,884,7,72,23
15,11,719,7,1,29
14,14,6,4,80,26
5,23,691,5,48,24
6,27,843,4,31,22
2,7,655,8,61,43
10,32,841,6,1,2
4,28,380,6,70,10
13,31,599,8,41,21
15,10,159,4,65,26
9,6,319,7,8,27
15,26,368,5,76,20
3,26,510,8,29,39
4,19,411,6,22,13
15,11,172,5,90,26
9,13,50,4,28,26
8,22,213,8,55,27
9,16,527,7,63,27
10,18,682,6,88,3
14,23,261,7,62,27
5,19,732,7,82,29
5,32,645,5,11,20
9,19,108,7,43,27
1,31,855,6,23,11
14,9,624,7,57,27
10,22,395,6,90,4
1,32,697,4,14,36
12,16,849,4,8,28
15,12,295,6,81,4
6,34,353,6,25,7
13,28,149,6,3,1
13,13,792,6,23,5
6,16,713,4,67,28
13,31,3,5,24,20
6,34,166,4,44,32
14,29,641,5,8,20
9,19,26,6,79,4
7,5,235,7,40,27
14,38,763,7,31,35
11,34,306,6,65,7
9,9,152,6,62,4
14,21,894,4,44,28
14,30,435,8,75,21
4,15,180,5,80,44
12,12,51,5,17,26
14,29,60,6,67,1
1,27,702,5,36,40
11,9,296,7,59,27
15,19,537,6,20,4
14,18,375,8,45,27
11,25,306,8,32,21
7,33,472,7,2,33
12,36,442,5,46,32
15,12,438,5,54,26
4,5,835,6,59,14
14,37,322,7,67,33
7,17,642,8,8,27
10,13,574,8,48,27
9,18,305,8,64,27
1,32,53,4,82,38
13,27,505,6,37,1
14,15,637,7,81,27
12,26,203,8,49,21
4,13,212,7,68,45
9,6,853,7,23,29
12,31,336,5,34,20
6,32,691,4,83,18
13,31,97,6,14,1
9,24,535,8,5,21
1,25,217,5,21,38
2,28,651,8,86,37
2,21,434,8,53,45
10,6,107,8,52,27
8,7,548,6,63,4
11,29,720,7,61,23
9,23,542,8,37,27
8,6,281,7,23,27
6,30,674,8,50,19
5,11,137,5,59,26
1,18,23,5,80,44
3,14,882,5,46,46
13,36,801,4,7,34
8,30,397,5,28,20
15,28,195,8,31,21
13,17,266,5,57,26
8,33,161,4,68,32
13,33,255,8,25,33
14,5,486,5,66,26
12,21,301,5,20,26
10,36,263,5,2,32
8,11,139,6,35,4
3,16,549,7,67,45
6,33,159,6,28,7
8,35,254,6,0,7
6,16,787,4,52,28
7,27,261,5,9,20
6,12,760,7,84,29
7,6,562,7,3,27
9,18,543,7,62,27
3,18,199,4,41,44
13,15,149,8,29,27
9,27,339,7,13,21
10,22,191,8,4,27
6,16,767,4,48,28
11,25,688,4,20,18
3,15,874,7,39,47
14,16,557,6,79,4
5,21,416,8,21,27
3,34,223,4,7,50
2,8,682,7,55,43
15,26,344,5,46,20
10,12,101,6,6,4
9,35,496,8,84,33
5,17,292,5,45,26
5,26,251,4,58,20
14,18,598,6,38,4
1,32,395,7,31,39
13,17,590,6,44,4
4,37,853,8,69,53
5,12,836,7,22,29
6,19,52,5,52,26
11,13,96,5,59,26
14,7,355,5,71,26
4,5,859,5,77,46
8,15,142,8,4,27
14,29,162,7,37,21
3,29,466,5,90,38
5,28,883,5,73,22
8,28,703,4,42,22
11,29,857,7,33,23
6,11,200,5,20,26
9,20,198,5,65,26
4,35,763,7,57,53
10,25,285,4,57,20
1,30,852,8,33,41
2,11,134,5,5,44
10,18,90,7,0,27
5,5,369,7,84,27
6,19,776,8,73,29
8,36,126,6,85,7
7,28,448,7,61,21
4,27,798,6,41,11
2,11,293,6,20,13
2,7,177,6,13,13
10,12,807,4,17,28
14,38,899,7,84,35
5,8,753,7,66,29
4,17,856,8,61,47
8,18,386,6,53,4
4,28,96,7,52,39
6,13,396,7,38,27
10,18,405,6,10,4
12,26,88,7,7,21
10,33,657,8,2,31
14,32,509,8,86,21
8,7,675,4,54,24
15,5,4,6,90,4
11,25,853,7,24,23
9,9,879,7,51,29
10,19,95,6,32,4
9,29,712,7,66,23
13,38,632,5,50,32
15,19,702,5,28,28
3,32,299,4,81,38
13,31,486,5,49,20
3,30,509,5,58,38
13,18,76,5,40,26
4,36,398,5,82,50
6,36,658,7,25,31
14,5,324,4,75,26
5,36,658,5,56,30
7,14,748,8,50,29
3,12,644,8,24,45
5,24,824,6,10,2
8,5,794,6,6,5
1,31,167,4,18,38
3,32,457,5,41,38
3,34,330,8,65,51
8,5,253,6,68,4
3,17,805,6,5,14
8,30,766,5,36,22
8,6,882,4,58,28
8,22,6,5,77,26
6,29,504,6,25,1
14,17,161,7,58,27
11,24,188,8,88,21
12,10,740,6,27,5
15,9,426,4,11,26
10,35,4,8,44,33
5,38,403,8,81,33
3,28,169,5,28,38
7,15,575,5,50,26
1,34,662,8,54,49
12,8,282,7,79,27
12,12,719,5,3,28
1,18,708,8,42,47
5,19,649,4,68,26
13,25,615,7,36,21
8,37,64,8,19,33
1,18,650,4,49,42
12,22,779,7,33,29
15,6,86,7,22,27
13,22,786,4,54,28
3,28,360,4,75,38
4,28,103,6,12,10
11,38,75,5,71,32
8,17,379,6,64,4
2,22,274,7,42,45
2,29,760,6,46,11
6,9,543,6,21,4
12,29,4,4,56,20
5,19,376,5,37,26
4,19,388,8,88,45
15,27,578,7,19,21
13,35,876,7,15,35
1,33,319,6,30,16
12,12,56,6,57,4
7,20,459,8,47,27
4,9,576,5,7,44
12,26,494,6,83,1
5,28,633,7,9,21
11,9,19,4,66,26
12,6,778,7,13,29
9,29,230,5,47,20
7,36,492,5,84,32
8,30,690,5,32,18
3,20,144,8,15,45
4,24,230,7,82,39
9,35,154,6,68,7
9,28,110,6,77,1
15,33,281,7,75,33
10,32,656,7,29,19
15,22,263,8,72,27
6,28,654,6,69,0
8,26,532,7,10,21
14,20,596,5,30,26
4,28,822,5,7,40
11,29,280,6,6,1
6,32,473,7,23,21
12,32,688,7,14,19
7,16,226,6,33,4
7,26,50,7,42,21
12,8,482,4,45,26
15,17,217,5,6,26
14,35,771,5,83,34
8,34,649,5,3,32
7,10,584,5,73,26
5,25,410,4,73,20
4,20,388,5,23,44
11,27,270,6,12,1
2,25,283,8,5,39
8,20,154,7,34,27
3,37,810,7,29,53
7,17,633,6,40,4
2,24,808,6,19,11
15,17,713,8,73,29
1,7,347,4,54,44
7,13,509,8,48,27
13,31,71,7,59,21
12,7,588,4,7,26
6,26,839,6,51,2
8,27,244,6,62,1
11,35,284,6,46,7
13,7,579,5,47,26
14,26,747,5,89,22
9,7,822,7,65,29
14,33,564,8,85,33
2,6,208,8,16,45
1,28,633,7,6,39
2,13,383,4,55,44
11,13,456,5,82,26
13,10,195,8,56,27
14,7,404,7,19,27
14,5,257,8,72,27
12,24,406,7,39,21
13,33,737,6,49,8
4,20,403,6,85,13
9,38,39,5,73,32
4,35,774,4,56,52
4,5,519,4,54,44
13,27,44,6,55,1
9,21,582,6,19,4
11,18,701,4,67,28
7,12,747,4,13,28
14,8,341,4,40,26
15,18,503,4,6,26
7,27,299,6,36,1
2,10,475,6,76,13
4,17,78,4,72,44
13,17,867,5,14,28
5,6,212,6,42,4
14,25,603,4,39,20
5,37,243,8,51,33
10,17,862,6,45,5
9,30,287,7,55,21
11,14,703,7,75,29
6,15,12,8,6,27
15,7,494,5,40,26
13,21,695,5,85,24
13,19,142,4,84,26
7,11,722,8,18,29
5,17,721,5,27,28
15,16,373,7,19,27
1,19,392,6,17,13
2,29,767,5,6,40
6,24,596,8,59,21
14,7,177,7,59,27
3,21,335,8,32,45
5,21,271,6,34,4
13,21,44,6,74,4
8,12,774,4,30,28
5,9,590,5,61,26
13,38,13,5,58,32
13,28,523,7,54,21
7,15,732,8,35,29
2,32,350,8,75,39
3,23,150,6,12,13
12,13,781,8,8,29
1,29,833,8,26,41
9,38,211,8,37,33
1,37,492,5,17,50
4,6,829,4,72,46
2,22,114,4,37,44
8,17,670,4,15,24
8,9,808,6,12,5
3,21,418,8,70,45
8,18,788,7,51,29
15,34,632,7,34,33
8,31,711,6,84,2
13,16,80,7,55,27
11,15,814,7,10,29
4,27,622,5,61,38
15,26,635,5,64,20
8,32,66,7,59,21
5,5,115,5,27,26
13,6,203,8,23,27
6,29,171,8,12,21
10,14,248,4,11,26
11,17,229,6,17,4
13,9,676,6,62,3
12,31,311,7,83,21
6,5,338,5,28,26
7,18,674,6,63,3
6,12,368,8,2,27
5,34,146,7,23,33
7,12,743,4,71,28
15,33,819,5,73,34
12,32,242,6,65,1
9,26,250,6,68,1
12,25,763,4,46,22
8,20,292,6,26,4
4,38,427,8,67,51
14,6,784,4,21,28
14,35,460,7,3,33
15,22,368,8,86,27
9,21,415,6,43,4
3,36,633,6,78,16
4,33,795,8,19,53
8,28,374,4,21,20
15,26,866,8,61,23
13,36,235,4,42,32
8,31,353,5,63,20
4,16,687,7,63,43
13,30,89,5,62,20
2,28,315,7,13,39
10,7,84,5,90,26
3,29,465,4,4,38
9,10,413,8,23,27
4,9,73,7,66,45
10,6,306,4,6,26
10,13,23,8,36,27
10,27,711,7,56,23
4,19,522,6,11,13
10,18,378,5,4,26
1,14,435,7,89,45
10,9,777,4,79,28
12,21,479,4,8,26
13,27,89,5,20,20
14,29,33,6,69,1
5,34,61,5,75,32
2,25,78,6,15,10
11,16,55,4,32,26
12,13,586,4,53,26
15,25,475,4,57,20
8,11,790,6,31,5
1,26,283,7,30,39
1,28,26,5,53,38
3,29,717,7,59,41
4,38,93,4,21,50
10,28,205,7,31,21
11,19,603,5,18,26
9,21,284,4,74,26
7,7,382,6,17,4
7,17,299,4,62,26
13,35,486,4,41,32
14,20,695,8,35,25
5,8,213,6,79,4
14,16,887,5,38,28
5,20,64,4,26,26
12,12,128,7,60,27
12,26,490,8,55,21
7,37,558,4,21,32
15,35,261,4,41,32
10,21,359,8,69,27
5,30,236,7,14,21
13,26,858,8,38,23
2,17,325,5,73,44
7,24,368,7,80,21
12,36,375,8,63,33
10,35,275,4,45,32
1,34,627,7,79,51
14,12,413,8,5,27
13,34,50,5,48,32
11,20,175,8,67,27
7,38,446,4,40,32
6,13,726,5,82,28
3,19,544,6,29,13
8,5,535,6,81,4
5,38,107,5,16,32
14,10,630,6,13,4
9,19,871,7,8,29
12,8,178,4,58,26
14,38,25,8,72,33
15,19,775,4,45,28
14,27,198,6,32,1
1,25,246,4,28,38
15,5,839,7,83,29
12,37,710,5,57,34
14,5,301,7,2,27
8,16,235,7,30,27
10,38,227,6,41,7
14,38,238,6,24,7
3,33,555,7,83,51
12,12,434,4,44,26
9,32,830,7,60,23
10,27,803,5,90,22
1,21,667,5,1,42
11,10,332,4,31,26
8,16,536,6,9,4
13,36,431,4,80,32
3,11,808,7,78,47
1,26,293,6,55,10
10,30,816,7,39,23
5,36,852,4,50,34
7,23,47,7,41,27
13,32,400,4,14,20
4,22,700,6,75,12
6,27,744,6,53,2
15,27,740,6,38,2
15,13,648,8,74,27
5,19,660,4,33,24
9,8,194,6,76,4
14,10,733,6,16,5
7,26,759,4,11,22
4,28,660,7,59,37
5,5,755,5,59,28
6,35,575,5,10,32
11,19,105,4,24,26
5,29,849,8,7,23
6,11,178,8,21,27
1,8,819,7,37,47
15,18,372,6,29,4
14,7,290,6,50,4
10,35,195,5,79,32
1,20,209,7,75,45
8,38,222,8,79,33
11,5,579,8,0,27
11,37,511,6,6,7
1,29,684,7,13,37
15,17,71,5,23,26
15,30,87,7,79,21
3,35,853,5,23,52
10,9,756,7,74,29
11,26,461,8,18,21
10,24,265,7,7,21
7,22,815,4,14,28
13,28,826,8,59,23
15,35,429,5,18,32
13,12,757,6,76,5
1,18,550,4,42,44
3,7,248,7,90,45
8,28,478,7,34,21
5,37,207,4,25,32
1,28,697,4,58,36
7,32,269,5,45,20
13,35,278,4,60,32
2,30,70,6,17,10
12,27,417,5,48,20
12,33,314,6,74,7
1,36,158,8,68,51
7,16,385,4,74,26
7,31,72,5,39,20
14,32,335,5,32,20
11,33,647,7,44,33
14,6,674,4,73,24
12,30,111,8,33,21
15,29,720,4,56,22
2,20,457,5,37,44
7,33,6,5,32,32
15,36,223,4,84,32
10,6,330,4,49,26
10,37,893,6,47,8
3,20,481,7,38,45
12,6,878,6,59,5
15,11,748,5,22,28
5,8,159,4,2,26
1,16,350,5,43,44
11,5,60,7,33,27
14,36,654,8,80,31
11,36,592,8,49,33
8,27,421,8,3,21
2,20,523,6,0,13
15,33,588,6,57,7
15,32,844,5,61,22
14,27,609,6,8,1
6,38,254,7,2,33
7,14,471,7,36,27
13,22,157,4,47,26
11,36,854,8,86,35
13,7,42,4,8,26
4,8,474,8,58,45
2,32,55,8,79,39
12,27,715,7,47,23
14,18,123,6,90,4
8,17,33,5,7,26
1,20,494,6,87,13
11,13,810,7,49,29
4,5,766,6,74,14
1,17,122,6,82,13
1,12,151,7,31,45
11,6,523,5,55,26
2,30,482,4,42,38
14,31,812,8,83,23
5,21,417,8,46,27
12,15,2,7,48,27
13,26,52,8,24,21
1,14,527,4,48,44
11,14,880,4,83,28
10,32,273,4,70,20
14,34,648,5,62,32
11,19,226,8,37,27
14,38,842,4,55,34
7,15,132,4,83,26
15,8,169,8,64,27
3,23,674,5,3,42
13,30,779,5,4,22
15,9,433,8,44,27
4,21,861,7,36,47
7,26,109,8,67,21
12,19,568,8,13,27
10,36,73,4,34,32
15,13,235,5,39,26
5,26,270,5,27,20
1,33,90,5,83,50
7,20,722,6,27,5
7,18,575,4,66,26
14,14,524,5,56,26
3,26,794,7,72,41
12,33,681,5,47,30
13,22,453,7,42,27
12,26,424,6,25,1
14,37,895,5,71,34
15,20,357,5,66,26
6,27,834,4,47,22
10,26,554,6,36,1
2,6,48,4,39,44
6,7,284,4,35,26
1,22,660,5,42,42
15,34,425,5,19,32
8,23,810,7,0,29
6,38,809,7,66,35
2,20,814,5,42,46
11,24,227,8,29,21
2,14,449,7,10,45
1,29,536,5,11,38
1,7,762,8,45,47
9,9,318,7,83,27
8,6,616,5,37,26
4,12,689,4,82,42
12,29,126,7,55,21
10,21,416,4,14,26
7,29,418,8,25,21
8,20,762,6,22,5
7,24,221,4,38,20
12,19,33,4,35,26
13,6,20,5,33,26
1,8,151,5,20,44
2,13,471,6,41,13
4,28,625,4,46,38
11,11,635,8,74,27
5,14,366,8,15,27
15,18,546,5,60,26
10,28,832,7,20,23
7,20,734,6,74,5
12,6,801,7,68,29
4,28,123,7,4,39
8,38,304,7,79,33
13,8,440,7,29,27
10,21,864,5,30,28
8,11,646,7,51,27
1,29,117,5,0,38
6,29,59,7,90,21
8,23,23,4,80,26
8,31,790,4,35,22
1,26,793,4,60,40
9,18,422,7,60,27
1,15,543,4,10,44
1,36,722,6,73,17
2,31,807,8,40,41
3,26,445,6,33,10
8,20,509,7,10,27
15,27,58,4,12,20
14,7,794,6,81,5
15,31,448,8,87,21
4,26,660,7,82,37
5,26,427,4,9,20
5,9,511,8,59,27
4,34,254,6,29,16
7,25,205,5,26,20
6,18,527,6,0,4
15,34,715,6,83,8
8,6,299,5,78,26
7,29,189,7,69,21
5,12,348,5,41,26
3,11,160,6,44,13
10,18,795,8,48,29
7,16,717,6,52,5
15,32,612,4,68,20
8,33,513,8,81,33
9,14,798,6,0,5
9,10,771,8,29,29
3,16,787,5,30,46
11,36,216,8,73,33
8,32,445,4,20,20
8,36,820,4,9,34
11,8,767,6,85,5
6,27,7,8,37,21
4,20,284,4,49,44
7,7,559,4,49,26
1,37,869,8,50,53
1,35,886,7,15,53
13,10,855,5,30,28
14,24,325,6,55,1
13,26,209,5,78,20
3,24,402,5,79,38
7,33,687,8,81,31
4,31,670,8,2,37
3,25,317,4,39,38
1,10,661,8,7,43
1,33,652,6,1,15
6,18,192,6,62,4
8,9,90,8,58,27
14,17,193,7,29,27
15,23,870,5,21,28
10,38,264,8,48,33
6,18,447,5,71,26
13,23,76,7,46,27
5,36,141,4,49,32
10,37,176,6,80,7
2,21,243,6,33,13
13,5,332,5,4,26
4,37,339,8,70,51
15,18,326,5,3,26
4,7,160,5,14,44
12,31,615,8,24,21
11,24,762,6,83,2
7,16,14,8,69,27
10,27,118,6,70,1
12,38,93,7,13,33
8,20,670,7,28,25
14,16,183,6,70,4
4,10,741,4,89,46
11,9,608,5,38,26
6,15,285,6,84,4
1,32,766,4,81,40
2,35,301,8,43,51
10,22,900,7,31,29
9,9,46,7,10,27
3,25,130,8,2,39
4,14,694,4,71,42
10,32,226,5,85,20
15,28,319,6,47,1
14,14,339,5,51,26
8,10,72,4,85,26
12,26,322,7,0,21
7,11,634,7,82,27
11,16,16,4,57,26
11,29,828,6,74,2
8,12,235,8,83,27
10,5,54,8,13,27
6,14,576,4,5,26
7,35,387,6,23,7
10,24,28,6,72,1
7,33,889,6,36,8
5,37,271,4,59,32
4,16,505,8,57,45
9,35,800,5,4,34
5,18,217,5,53,26
